883,1.077645287263545,http://ecn.t0.tiles.virtualearth.net/tiles/hs101232330102001110?g=13405&key=AhM8ZKVovBdgDz4AFAVby7OTk11bKMNmM9naEPl0m7a6uk3f5PsPXKhncIIWBxi6
916,1.0731164950064136,http://ecn.t0.tiles.virtualearth.net/tiles/hs000132311032003210?g=13405&key=AhM8ZKVovBdgDz4AFAVby7OTk11bKMNmM9naEPl0m7a6uk3f5PsPXKhncIIWBxi6
1142,1.0723217125403155,http://ecn.t0.tiles.virtualearth.net/tiles/hs000312123331233210?g=13405&key=AhM8ZKVovBdgDz4AFAVby7OTk11bKMNmM9naEPl0m7a6uk3f5PsPXKhncIIWBxi6
1364,1.0622822317499536,http://ecn.t0.tiles.virtualearth.net/tiles/hs101232110120322210?g=13405&key=AhM8ZKVovBdgDz4AFAVby7OTk11bKMNmM9naEPl0m7a6uk3f5PsPXKhncIIWBxi6
522,1.060285169026825,http://ecn.t0.tiles.virtualearth.net/tiles/hs000211300312021110?g=13405&key=AhM8ZKVovBdgDz4AFAVby7OTk11bKMNmM9naEPl0m7a6uk3f5PsPXKhncIIWBxi6
878,1.0582320772207905,http://ecn.t0.tiles.virtualearth.net/tiles/hs000132333101321110?g=13405&key=AhM8ZKVovBdgDz4AFAVby7OTk11bKMNmM9naEPl0m7a6uk3f5PsPXKhncIIWBxi6
1785,1.0390115563820896,http://ecn.t0.tiles.virtualearth.net/tiles/hs001023220120203010?g=13405&key=AhM8ZKVovBdgDz4AFAVby7OTk11bKMNmM9naEPl0m7a6uk3f5PsPXKhncIIWBxi6
777,1.030318712372125,http://ecn.t0.tiles.virtualearth.net/tiles/hs000211000213113010?g=13405&key=AhM8ZKVovBdgDz4AFAVby7OTk11bKMNmM9naEPl0m7a6uk3f5PsPXKhncIIWBxi6
1203,1.0282396673011815,http://ecn.t0.tiles.virtualearth.net/tiles/hs101231322311132310?g=13405&key=AhM8ZKVovBdgDz4AFAVby7OTk11bKMNmM9naEPl0m7a6uk3f5PsPXKhncIIWBxi6
1313,1.0245255240620004,http://ecn.t0.tiles.virtualearth.net/tiles/hs000131303003223110?g=13405&key=AhM8ZKVovBdgDz4AFAVby7OTk11bKMNmM9naEPl0m7a6uk3f5PsPXKhncIIWBxi6
